,0
1498,692158366030913536
1499,692142790915014657
1500,692041934689402880
1501,692017291282812928
1502,691820333922455552
1503,691793053716221953
1504,691756958957883396
1505,691675652215414786
1506,691483041324204033
1507,691459709405118465
1508,691444869282295808
1509,691416866452082688
1510,691321916024623104
1511,691096613310316544
1512,691090071332753408
1513,690989312272396288
1514,690959652130045952
1515,690938899477221376
1516,690932576555528194
1517,690735892932222976
1518,690728923253055490
1519,690690673629138944
1520,690649993829576704
1521,690607260360429569
1522,690597161306841088
1523,690400367696297985
1524,690374419777196032
1525,690360449368465409
1526,690348396616552449
1527,690248561355657216
1528,690021994562220032
1529,690015576308211712
1530,690005060500217858
1531,689999384604450816
1532,689993469801164801
1533,689977555533848577
1534,689905486972461056
1535,689877686181715968
1536,689835978131935233
1537,689661964914655233
1538,689659372465688576
1539,689623661272240129
1540,689599056876867584
1541,689557536375177216
1542,689517482558820352
1543,689289219123089408
1544,689283819090870273
1545,689280876073582592
1546,689275259254616065
1547,689255633275777024
1548,689154315265683456
1549,689143371370250240
1550,688916208532455424
1551,688908934925697024
1552,688898160958271489
1553,688894073864884227
1554,688828561667567616
1555,688804835492233216
1556,688789766343622656
1557,688547210804498433
1558,688519176466644993
1559,688385280030670848
1560,688211956440801280
1561,688179443353796608
1562,688116655151435777
1563,688064179421470721
1564,687841446767013888
1565,687826841265172480
1566,687818504314159109
1567,687807801670897665
1568,687732144991551489
1569,687704180304273409
1570,687664829264453632
1571,687494652870668288
1572,687480748861947905
1573,687476254459715584
1574,687460506001633280
1575,687399393394311168
1576,687317306314240000
1577,687312378585812992
1578,687127927494963200
1579,687124485711986689
1580,687109925361856513
1581,687102708889812993
1582,687096057537363968
1583,686947101016735744
1584,686760001961103360
1585,686749460672679938
1586,686730991906516992
1587,686683045143953408
1588,686618349602762752
1589,686606069955735556
1590,686394059078897668
1591,686386521809772549
1592,686377065986265092
1593,686358356425093120
1594,686286779679375361
1595,686050296934563840
1596,686035780142297088
1597,686034024800862208
1598,686007916130873345
1599,686003207160610816
1600,685973236358713344
1601,685943807276412928
1602,685906723014619143
1603,685681090388975616
1604,685667379192414208
1605,685663452032069632
1606,685641971164143616
1607,685547936038666240
1608,685532292383666176
1609,685325112850124800
1610,685321586178670592
1611,685315239903100929
1612,685307451701334016
1613,685268753634967552
1614,685198997565345792
1615,685169283572338688
1616,684969860808454144
1617,684959798585110529
1618,684940049151070208
1619,684926975086034944
1620,684914660081053696
1621,684902183876321280
1622,684880619965411328
1623,684830982659280897
1624,684800227459624960
1625,684594889858887680
1626,684588130326986752
1627,684567543613382656
1628,684538444857667585
1629,684481074559381504
1630,684460069371654144
1631,684241637099323392
1632,684225744407494656
1633,684222868335505415
1634,684200372118904832
1635,684195085588783105
1636,684188786104872960
1637,684177701129875456
1638,684147889187209216
1639,684122891630342144
1640,684097758874210310
1641,683857920510050305
1642,683852578183077888
1643,683849932751646720
1644,683834909291606017
1645,683828599284170753
1646,683773439333797890
1647,683742671509258241
1648,683515932363329536
1649,683498322573824003
1650,683481228088049664
1651,683462770029932544
1652,683449695444799489
1653,683391852557561860
1654,683357973142474752
1655,683142553609318400
1656,683111407806746624
1657,683098815881154561
1658,683078886620553216
1659,683030066213818368
1660,682962037429899265
1661,682808988178739200
1662,682788441537560576
1663,682750546109968385
1664,682697186228989953
1665,682662431982772225
1666,682638830361513985
1667,682429480204398592
1668,682406705142087680
1669,682393905736888321
1670,682389078323662849
1671,682303737705140231
1672,682259524040966145
1673,682242692827447297
1674,682088079302213632
1675,682059653698686977
1676,682047327939461121
1677,682032003584274432
1678,682003177596559360
1679,681981167097122816
1680,681891461017812993
1681,681694085539872773
1682,681679526984871937
1683,681654059175129088
1684,681610798867845120
1685,681579835668455424
1686,681523177663676416
1687,681340665377193984
1688,681339448655802368
1689,681320187870711809
1690,681302363064414209
1691,681297372102656000
1692,681281657291280384
1693,681261549936340994
1694,681242418453299201
1695,681231109724700672
1696,681193455364796417
1697,680970795137544192
1698,680959110691590145
1699,680940246314430465
1700,680934982542561280
1701,680913438424612864
1702,680889648562991104
1703,680836378243002368
1704,680805554198020098
1705,680801747103793152
1706,680798457301471234
1707,680609293079592961
1708,680583894916304897
1709,680497766108381184
1710,680494726643068929
1711,680473011644985345
1712,680440374763077632
1713,680221482581123072
1714,680206703334408192
1715,680191257256136705
1716,680176173301628928
1717,680161097740095489
1718,680145970311643136
1719,680130881361686529
1720,680115823365742593
1721,680100725817409536
1722,680085611152338944
1723,680070545539371008
1724,680055455951884288
1725,679877062409191424
1726,679872969355714560
1727,679862121895714818
1728,679854723806179328
1729,679844490799091713
1730,679828447187857408
1731,679777920601223168
1732,679736210798047232
1733,679729593985699840
1734,679722016581222400
1735,679530280114372609
1736,679527802031484928
1737,679511351870550016
1738,679503373272485890
1739,679475951516934144
1740,679462823135686656
1741,679405845277462528
1742,679158373988876288
1743,679148763231985668
1744,679132435750195208
1745,679111216690831360
1746,679062614270468097
1747,679047485189439488
1748,679001094530465792
1749,678991772295516161
1750,678969228704284672
1751,678800283649069056
1752,678798276842360832
1753,678774928607469569
1754,678767140346941444
1755,678764513869611008
1756,678755239630127104
1757,678740035362037760
1758,678708137298427904
1759,678675843183484930
1760,678643457146150913
1761,678446151570427904
1762,678424312106393600
1763,678410210315247616
1764,678399652199309312
1765,678396796259975168
1766,678389028614488064
1767,678380236862578688
1768,678341075375947776
1769,678334497360859136
1770,678278586130948096
1771,678255464182861824
1772,678023323247357953
1773,678021115718029313
1774,677961670166224897
1775,677918531514703872
1776,677895101218201600
1777,677716515794329600
1778,677700003327029250
1779,677698403548192770
1780,677687604918272002
1781,677673981332312066
1782,677662372920729601
1783,677644091929329666
1784,677573743309385728
1785,677565715327688705
1786,677557565589463040
1787,677547928504967168
1788,677530072887205888
1789,677335745548390400
1790,677334615166730240
1791,677331501395156992
1792,677328882937298944
1793,677314812125323265
1794,677301033169788928
1795,677269281705472000
1796,677228873407442944
1797,677187300187611136
1798,676975532580409345
1799,676957860086095872
1800,676949632774234114
1801,676948236477857792
1802,676946864479084545
1803,676942428000112642
1804,676936541936185344
1805,676916996760600576
1806,676897532954456065
1807,676864501615042560
1808,676821958043033607
1809,676819651066732545
1810,676811746707918848
1811,676776431406465024
1812,676617503762681856
1813,676613908052996102
1814,676606785097199616
1815,676603393314578432
1816,676593408224403456
1817,676590572941893632
1818,676588346097852417
1819,676582956622721024
1820,676575501977128964
1821,676533798876651520
1822,676496375194980353
1823,676470639084101634
1824,676440007570247681
1825,676430933382295552
1826,676263575653122048
1827,676237365392908289
1828,676219687039057920
1829,676215927814406144
1830,676191832485810177
1831,676146341966438401
1832,676121918416756736
1833,676101918813499392
1834,676098748976615425
1835,676089483918516224
1836,675898130735476737
1837,675891555769696257
1838,675888385639251968
1839,675878199931371520
1840,675870721063669760
1841,675853064436391936
1842,675849018447167488
1843,675845657354215424
1844,675822767435051008
1845,675820929667219457
1846,675798442703122432
1847,675781562965868544
1848,675740360753160193
1849,675710890956750848
1850,675707330206547968
1851,675706639471788032
1852,675534494439489536
1853,675531475945709568
1854,675522403582218240
1855,675517828909424640
1856,675501075957489664
1857,675497103322386432
1858,675489971617296384
1859,675483430902214656
1860,675432746517426176
1861,675372240448454658
1862,675362609739206656
1863,675354435921575936
1864,675349384339542016
1865,675334060156301312
1866,675166823650848770
1867,675153376133427200
1868,675149409102012420
1869,675147105808306176
1870,675146535592706048
1871,675145476954566656
1872,675135153782571009
1873,675113801096802304
1874,675111688094527488
1875,675109292475830276
1876,675047298674663426
1877,675015141583413248
1878,675006312288268288
1879,675003128568291329
1880,674999807681908736
1881,674805413498527744
1882,674800520222154752
1883,674793399141146624
1884,674790488185167872
1885,674788554665512960
1886,674781762103414784
1887,674774481756377088
1888,674767892831932416
1889,674764817387900928
1890,674754018082705410
1891,674752233200820224
1892,674743008475090944
1893,674742531037511680
1894,674739953134403584
1895,674737130913071104
1896,674690135443775488
1897,674670581682434048
1898,674664755118911488
1899,674646392044941312
1900,674644256330530816
1901,674638615994089473
1902,674632714662858753
1903,674606911342424069
1904,674468880899788800
1905,674447403907457024
1906,674436901579923456
1907,674422304705744896
1908,674416750885273600
1909,674410619106390016
1910,674394782723014656
1911,674372068062928900
1912,674330906434379776
1913,674318007229923329
1914,674307341513269249
1915,674291837063053312
1916,674271431610523648
1917,674269164442398721
1918,674265582246694913
1919,674262580978937856
1920,674255168825880576
1921,674082852460433408
1922,674075285688614912
1923,674063288070742018
1924,674053186244734976
1925,674051556661161984
1926,674045139690631169
1927,674042553264685056
1928,674038233588723717
1929,674036086168010753
1930,674024893172875264
1931,674019345211760640
1932,674014384960745472
1933,674008982932058114
1934,673956914389192708
1935,673919437611909120
1936,673906403526995968
1937,673887867907739649
1938,673716320723169284
1939,673715861853720576
1940,673711475735838725
1941,673709992831262724
1942,673708611235921920
1943,673707060090052608
1944,673705679337693185
1945,673700254269775872
1946,673697980713705472
1947,673689733134946305
1948,673688752737402881
1949,673686845050527744
1950,673680198160809984
1951,673662677122719744
1952,673656262056419329
1953,673636718965334016
1954,673612854080196609
1955,673583129559498752
1956,673580926094458881
1957,673576835670777856
1958,673363615379013632
1959,673359818736984064
1960,673355879178194945
1961,673352124999274496
1962,673350198937153538
1963,673345638550134785
1964,673343217010679808
1965,673342308415348736
1966,673320132811366400
1967,673317986296586240
1968,673295268553605120
1969,673270968295534593
1970,673240798075449344
1971,673213039743795200
1972,673148804208660480
1973,672997845381865473
1974,672995267319328768
1975,672988786805112832
1976,672984142909456390
1977,672980819271634944
1978,672975131468300288
1979,672970152493887488
1980,672968025906282496
1981,672964561327235073
1982,672902681409806336
1983,672898206762672129
1984,672884426393653248
1985,672877615439593473
1986,672834301050937345
1987,672828477930868736
1988,672640509974827008
1989,672622327801233409
1990,672614745925664768
1991,672609152938721280
1992,672604026190569472
1993,672594978741354496
1994,672591762242805761
1995,672591271085670400
1996,672538107540070400
1997,672523490734551040
1998,672488522314567680
1999,672482722825261057
2000,672481316919734272
2001,672475084225949696
2002,672466075045466113
2003,672272411274932228
2004,672267570918129665
2005,672264251789176834
2006,672256522047614977
2007,672254177670729728
2008,672248013293752320
2009,672245253877968896
2010,672239279297454080
2011,672231046314901505
2012,672222792075620352
2013,672205392827572224
2014,672169685991993344
2015,672160042234327040
2016,672139350159835138
2017,672125275208069120
2018,672095186491711488
2019,672082170312290304
2020,672068090318987265
2021,671896809300709376
2022,671891728106971137
2023,671882082306625538
2024,671879137494245376
2025,671874878652489728
2026,671866342182637568
2027,671855973984772097
2028,671789708968640512
2029,671768281401958400
2030,671763349865160704
2031,671744970634719232
2032,671743150407421952
2033,671735591348891648
2034,671729906628341761
2035,671561002136281088
2036,671550332464455680
2037,671547767500775424
2038,671544874165002241
2039,671542985629241344
2040,671538301157904385
2041,671536543010570240
2042,671533943490011136
2043,671528761649688577
2044,671520732782923777
2045,671518598289059840
2046,671511350426865664
2047,671504605491109889
2048,671497587707535361
2049,671488513339211776
2050,671486386088865792
2051,671485057807351808
2052,671390180817915904
2053,671362598324076544
2054,671357843010908160
2055,671355857343524864
2056,671347597085433856
2057,671186162933985280
2058,671182547775299584
2059,671166507850801152
2060,671163268581498880
2061,671159727754231808
2062,671154572044468225
2063,671151324042559489
2064,671147085991960577
2065,671141549288370177
2066,671138694582165504
2067,671134062904504320
2068,671122204919246848
2069,671115716440031232
2070,671109016219725825
2071,670995969505435648
2072,670842764863651840
2073,670840546554966016
2074,670838202509447168
2075,670833812859932673
2076,670832455012716544
2077,670826280409919488
2078,670823764196741120
2079,670822709593571328
2080,670815497391357952
2081,670811965569282048
2082,670807719151067136
2083,670804601705242624
2084,670803562457407488
2085,670797304698376195
2086,670792680469889025
2087,670789397210615808
2088,670786190031921152
2089,670783437142401025
2090,670782429121134593
2091,670780561024270336
2092,670778058496974848
2093,670764103623966721
2094,670755717859713024
2095,670733412878163972
2096,670727704916926465
2097,670717338665226240
2098,670704688707301377
2099,670691627984359425
2100,670679630144274432
2101,670676092097810432
2102,670668383499735048
2103,670474236058800128
2104,670468609693655041
2105,670465786746662913
2106,670452855871037440
2107,670449342516494336
2108,670444955656130560
2109,670442337873600512
2110,670435821946826752
2111,670434127938719744
2112,670433248821026816
2113,670428280563085312
2114,670427002554466305
2115,670421925039075328
2116,670420569653809152
2117,670417414769758208
2118,670411370698022913
2119,670408998013820928
2120,670403879788544000
2121,670385711116361728
2122,670374371102445568
2123,670361874861563904
2124,670338931251150849
2125,670319130621435904
2126,670303360680108032
2127,670290420111441920
2128,670093938074779648
2129,670086499208155136
2130,670079681849372674
2131,670073503555706880
2132,670069087419133954
2133,670061506722140161
2134,670055038660800512
2135,670046952931721218
2136,670040295598354432
2137,670037189829525505
2138,670003130994700288
2139,669993076832759809
2140,669972011175813120
2141,669970042633789440
2142,669942763794931712
2143,669926384437997569
2144,669923323644657664
2145,669753178989142016
2146,669749430875258880
2147,669684865554620416
2148,669683899023405056
2149,669682095984410625
2150,669680153564442624
2151,669661792646373376
2152,669625907762618368
2153,669603084620980224
2154,669597912108789760
2155,669583744538451968
2156,669573570759163904
2157,669571471778410496
2158,669567591774625800
2159,669564461267722241
2160,669393256313184256
2161,669375718304980992
2162,669371483794317312
2163,669367896104181761
2164,669363888236994561
2165,669359674819481600
2166,669354382627049472
2167,669353438988365824
2168,669351434509529089
2169,669328503091937280
2170,669327207240699904
2171,669324657376567296
2172,669216679721873412
2173,669214165781868544
2174,669203728096960512
2175,669037058363662336
2176,669015743032369152
2177,669006782128353280
2178,669000397445533696
2179,668994913074286592
2180,668992363537309700
2181,668989615043424256
2182,668988183816871936
2183,668986018524233728
2184,668981893510119424
2185,668979806671884288
2186,668975677807423489
2187,668967877119254528
2188,668960084974809088
2189,668955713004314625
2190,668932921458302977
2191,668902994700836864
2192,668892474547511297
2193,668872652652679168
2194,668852170888998912
2195,668826086256599040
2196,668815180734689280
2197,668779399630725120
2198,668655139528511488
2199,668645506898350081
2200,668643542311546881
2201,668641109086707712
2202,668636665813057536
2203,668633411083464705
2204,668631377374486528
2205,668627278264475648
2206,668625577880875008
2207,668623201287675904
2208,668620235289837568
2209,668614819948453888
2210,668587383441514497
2211,668567822092664832
2212,668544745690562560
2213,668542336805281792
2214,668537837512433665
2215,668528771708952576
2216,668507509523615744
2217,668496999348633600
2218,668484198282485761
2219,668480044826800133
2220,668466899341221888
2221,668297328638447616
2222,668291999406125056
2223,668286279830867968
2224,668274247790391296
2225,668268907921326080
2226,668256321989451776
2227,668248472370458624
2228,668237644992782336
2229,668226093875376128
2230,668221241640230912
2231,668204964695683073
2232,668190681446379520
2233,668171859951755264
2234,668154635664932864
2235,668142349051129856
2236,668113020489474048
2237,667937095915278337
2238,667924896115245057
2239,667915453470232577
2240,667911425562669056
2241,667902449697558528
2242,667886921285246976
2243,667885044254572545
2244,667878741721415682
2245,667873844930215936
2246,667866724293877760
2247,667861340749471744
2248,667832474953625600
2249,667806454573760512
2250,667801013445750784
2251,667793409583771648
2252,667782464991965184
2253,667773195014021121
2254,667766675769573376
2255,667728196545200128
2256,667724302356258817
2257,667550904950915073
2258,667550882905632768
2259,667549055577362432
2260,667546741521195010
2261,667544320556335104
2262,667538891197542400
2263,667534815156183040
2264,667530908589760512
2265,667524857454854144
2266,667517642048163840
2267,667509364010450944
2268,667502640335572993
2269,667495797102141441
2270,667491009379606528
2271,667470559035432960
2272,667455448082227200
2273,667453023279554560
2274,667443425659232256
2275,667437278097252352
2276,667435689202614272
2277,667405339315146752
2278,667393430834667520
2279,667369227918143488
2280,667211855547486208
2281,667200525029539841
2282,667192066997374976
2283,667188689915760640
2284,667182792070062081
2285,667177989038297088
2286,667176164155375616
2287,667174963120574464
2288,667171260800061440
2289,667165590075940865
2290,667160273090932737
2291,667152164079423490
2292,667138269671505920
2293,667119796878725120
2294,667090893657276420
2295,667073648344346624
2296,667070482143944705
2297,667065535570550784
2298,667062181243039745
2299,667044094246576128
2300,667012601033924608
2301,666996132027977728
2302,666983947667116034
2303,666837028449972224
2304,666835007768551424
2305,666826780179869698
2306,666817836334096384
2307,666804364988780544
2308,666786068205871104
2309,666781792255496192
2310,666776908487630848
2311,666739327293083650
2312,666701168228331520
2313,666691418707132416
2314,666649482315059201
2315,666644823164719104
2316,666454714377183233
2317,666447344410484738
2318,666437273139982337
2319,666435652385423360
2320,666430724426358785
2321,666428276349472768
2322,666421158376562688
2323,666418789513326592
2324,666411507551481857
2325,666407126856765440
2326,666396247373291520
2327,666373753744588802
2328,666362758909284353
2329,666353288456101888
2330,666345417576210432
2331,666337882303524864
2332,666293911632134144
2333,666287406224695296
2334,666273097616637952
2335,666268910803644416
2336,666104133288665088
2337,666102155909144576
2338,666099513787052032
2339,666094000022159362
2340,666082916733198337
2341,666073100786774016
2342,666071193221509120
2343,666063827256086533
2344,666058600524156928
2345,666057090499244032
2346,666055525042405380
2347,666051853826850816
2348,666050758794694657
2349,666049248165822465
2350,666044226329800704
2351,666033412701032449
2352,666029285002620928
2353,666020888022790149
